algorithm,n,seed,comparison_count,degree_gini,degree_p80_fraction,degree_normalized_entropy,maximum_degree_share,strength_gini,strength_p80_fraction,strength_normalized_entropy,maximum_strength_share,progress_fraction
quick-dual-pivot,128,57,16,0.94970703125,0.0546875,0.4172797990491928,0.28125,0.94970703125,0.0546875,0.4172797990491928,0.28125,0.018285714285714287
quick-dual-pivot,128,57,32,0.918212890625,0.09375,0.4922168118275542,0.265625,0.918212890625,0.09375,0.4922168118275542,0.265625,0.036571428571428574
quick-dual-pivot,128,57,64,0.8555908203125,0.1640625,0.5664453058718428,0.2578125,0.8555908203125,0.1640625,0.5664453058718428,0.2578125,0.07314285714285715
quick-dual-pivot,128,57,128,0.73040771484375,0.3125,0.64092973892475,0.25390625,0.73040771484375,0.3125,0.64092973892475,0.25390625,0.1462857142857143
quick-dual-pivot,128,57,256,0.51953125,0.5703125,0.7270044847452567,0.23828125,0.51953125,0.5703125,0.7270044847452567,0.23828125,0.2925714285714286
quick-dual-pivot,128,57,512,0.5419158935546875,0.484375,0.8396655409064558,0.119140625,0.5419158935546875,0.484375,0.8396655409064558,0.119140625,0.5851428571428572
quick-dual-pivot,128,57,875,0.3860267857142856,0.609375,0.9231942441642546,0.06971428571428571,0.3860267857142856,0.609375,0.9231942441642546,0.06971428571428571,1.0
quick-dual-pivot,128,58,1,0.984375,0.015625,0.14285714285714285,0.5,0.984375,0.015625,0.14285714285714285,0.5,0.001160092807424594
quick-dual-pivot,128,58,2,0.98046875,0.0234375,0.21428571428571427,0.5,0.98046875,0.0234375,0.21428571428571427,0.5,0.002320185614849188
quick-dual-pivot,128,58,4,0.974609375,0.0234375,0.27223415174708093,0.375,0.974609375,0.0234375,0.27223415174708093,0.375,0.004640371229698376
quick-dual-pivot,128,58,8,0.9658203125,0.03125,0.3427710671925285,0.3125,0.9658203125,0.03125,0.3427710671925285,0.3125,0.009280742459396751
quick-dual-pivot,128,58,16,0.94873046875,0.0546875,0.4262083704777643,0.28125,0.94873046875,0.0546875,0.4262083704777643,0.28125,0.018561484918793503
quick-dual-pivot,128,58,32,0.916748046875,0.09375,0.5011453832561256,0.265625,0.916748046875,0.09375,0.5011453832561256,0.265625,0.037122969837587005
quick-dual-pivot,128,58,64,0.8533935546875,0.1640625,0.5750763131011951,0.2734375,0.8533935546875,0.1640625,0.5750763131011951,0.2734375,0.07424593967517401
quick-dual-pivot,128,58,128,0.72406005859375,0.3125,0.6507245405947527,0.26953125,0.72406005859375,0.3125,0.6507245405947527,0.26953125,0.14849187935034802
quick-dual-pivot,128,58,256,0.58489990234375,0.484375,0.7444169781855946,0.236328125,0.58489990234375,0.484375,0.7444169781855946,0.236328125,0.29698375870069604
quick-dual-pivot,128,58,512,0.5636444091796875,0.46875,0.8363864452288867,0.1181640625,0.5636444091796875,0.46875,0.8363864452288867,0.1181640625,0.5939675174013921
quick-dual-pivot,128,58,862,0.3930992604408352,0.6015625,0.9267055599121292,0.07018561484918794,0.3930992604408352,0.6015625,0.9267055599121292,0.07018561484918794,1.0
quick-dual-pivot,128,59,1,0.984375,0.015625,0.14285714285714285,0.5,0.984375,0.015625,0.14285714285714285,0.5,0.0012360939431396785
quick-dual-pivot,128,59,2,0.98046875,0.0234375,0.21428571428571427,0.5,0.98046875,0.0234375,0.21428571428571427,0.5,0.002472187886279357
quick-dual-pivot,128,59,4,0.974609375,0.0234375,0.2722341517470809,0.375,0.974609375,0.0234375,0.2722341517470809,0.375,0.004944375772558714
quick-dual-pivot,128,59,8,0.9619140625,0.0390625,0.36025460308568547,0.4375,0.9619140625,0.0390625,0.36025460308568547,0.4375,0.009888751545117428
quick-dual-pivot,128,59,16,0.93212890625,0.078125,0.4348064333297868,0.46875,0.93212890625,0.078125,0.4348064333297868,0.46875,0.019777503090234856
quick-dual-pivot,128,59,32,0.888671875,0.1328125,0.5129116555981031,0.4375,0.888671875,0.1328125,0.5129116555981031,0.4375,0.03955500618046971
quick-dual-pivot,128,59,64,0.801513671875,0.234375,0.5931600650902116,0.40625,0.801513671875,0.234375,0.5931600650902116,0.40625,0.07911001236093942
quick-dual-pivot,128,59,128,0.61761474609375,0.453125,0.6632564379715726,0.41796875,0.61761474609375,0.453125,0.6632564379715726,0.41796875,0.15822002472187885
quick-dual-pivot,128,59,256,0.611785888671875,0.390625,0.7746085674441191,0.24609375,0.611785888671875,0.390625,0.7746085674441191,0.24609375,0.3164400494437577
quick-dual-pivot,128,59,512,0.5532379150390625,0.4296875,0.8532847209145628,0.123046875,0.5532379150390625,0.4296875,0.8532847209145628,0.123046875,0.6328800988875154
quick-dual-pivot,128,59,809,0.3673709826946847,0.625,0.9279811834773632,0.07787391841779975,0.3673709826946847,0.625,0.9279811834773632,0.07787391841779975,1.0
quick-dual-pivot,128,60,1,0.984375,0.015625,0.14285714285714285,0.5,0.984375,0.015625,0.14285714285714285,0.5,0.0011248593925759281
quick-dual-pivot,128,60,2,0.98046875,0.0234375,0.21428571428571427,0.5,0.98046875,0.0234375,0.21428571428571427,0.5,0.0022497187851518562
quick-dual-pivot,128,60,4,0.974609375,0.0234375,0.2722341517470809,0.375,0.974609375,0.0234375,0.2722341517470809,0.375,0.0044994375703037125
quick-dual-pivot,128,60,8,0.9658203125,0.03125,0.3427710671925285,0.3125,0.9658203125,0.03125,0.3427710671925285,0.3125,0.008998875140607425
quick-dual-pivot,128,60,16,0.94970703125,0.0546875,0.4172797990491928,0.28125,0.94970703125,0.0546875,0.4172797990491928,0.28125,0.01799775028121485
quick-dual-pivot,128,60,32,0.917724609375,0.09375,0.49668109754183987,0.265625,0.917724609375,0.09375,0.49668109754183987,0.265625,0.0359955005624297
quick-dual-pivot,128,60,64,0.85498046875,0.1640625,0.5708104662672939,0.265625,0.85498046875,0.1640625,0.5708104662672939,0.265625,0.0719910011248594
quick-dual-pivot,128,60,128,0.7293701171875,0.3125,0.6442529871327283,0.2578125,0.7293701171875,0.3125,0.6442529871327283,0.2578125,0.1439820022497188
quick-dual-pivot,128,60,256,0.531646728515625,0.5546875,0.7280422031013724,0.236328125,0.531646728515625,0.5546875,0.7280422031013724,0.236328125,0.2879640044994376
quick-dual-pivot,128,60,512,0.577911376953125,0.4375,0.833230119682813,0.1181640625,0.577911376953125,0.4375,0.833230119682813,0.1181640625,0.5759280089988752
quick-dual-pivot,128,60,889,0.383656144544432,0.6015625,0.9284059662888882,0.06805399325084364,0.383656144544432,0.6015625,0.9284059662888882,0.06805399325084364,1.0
quick-dual-pivot,128,61,1,0.984375,0.015625,0.14285714285714285,0.5,0.984375,0.015625,0.14285714285714285,0.5,0.0012091898428053204
quick-dual-pivot,128,61,2,0.98046875,0.0234375,0.21428571428571427,0.5,0.98046875,0.0234375,0.21428571428571427,0.5,0.0024183796856106408
